# Accelerometer Data File
# Started @Fri Feb 08 08:53:39 EET 2019
#
#
# sensor Vendor: MTK
# sensor Name: ACCELEROMETER
# sensor Resolution: 0.00390625m/sec^2; Max Range: 32.0; Min Delay: 10000 microseconds
# The sensor's attributes are the result hardware and the Android capabilities.
# It means that the Android may not utilize all features provided by the hardware.
#
# Some devices and Android versions save battery too much so the device may go to sleep.
# It just happens after couple of minutes from turning off the scree and it is easy to find it out.
#
# The following file provides the data from accelerometer in the m/s^2 format.
# The diff value is just a time delta between the samples
#
#
# data format:
# so we have 4 columns with values separated by the " "
# X Y Z time_from_previous_sample(ms)

# sensor speed set to:FASTEST
# units set to: m/sec^2
# gravity  filtered out
# Accuracy: MEDIUM
0.148 0.052 0.215 10
0.133 0.047 0.193 10
0.12 0.042 0.174 10
0.108 0.038 0.156 10
0.097 0.034 0.141 9
0.087 0.03 0.127 11
0.078 0.027 0.114 10
0.07 0.025 0.102 9
0.063 0.022 0.092 11
0.057 0.02 0.083 10
0.051 0.018 0.075 10
0.046 0.016 0.067 10
0.317 0.014 0.06 13
0.147 0.013 0.054 7
0.133 0.011 0.049 10
0.119 0.01 0.044 10
0.107 0.009 0.039 10
0.097 0.008 0.035 10
0.087 0.007 0.032 9
0.078 0.007 0.029 15
0.07 0.006 0.026 6
0.063 0.005 0.023 10
0.057 0.005 0.021 10
0.051 0.004 0.019 10
0.046 0.004 0.017 10
0.041 -0.133 0.015 10
0.037 -0.12 0.013 10
-0.241 -0.108 0.012 10
-0.355 -0.097 -0.265 9
-0.319 -0.087 -0.238 11
-0.012 -0.079 -0.214 10
-0.011 -0.071 -0.193 10
-0.009 -0.064 -0.173 10
-0.008 -0.057 -0.156 10
-0.008 -0.051 -0.14 10
-0.007 -0.046 -0.126 11
-0.006 -0.042 -0.114 9
-0.281 -0.037 -0.102 10
-0.253 -0.034 -0.092 9
-0.227 -0.03 -0.083 11
-0.205 -0.027 -0.074 9
-0.184 -0.024 -0.067 11
0.109 -0.022 -0.06 11
0.098 -0.02 -0.054 9
0.088 -0.018 -0.049 10
0.079 -0.016 -0.044 9
0.071 -0.014 -0.039 14
0.064 -0.013 -0.035 7
0.058 -0.011 -0.032 10
0.052 -0.01 -0.028 10
0.047 -0.009 -0.026 9
0.042 -0.008 -0.023 11
0.038 -0.007 -0.021 9
0.034 -0.007 0.257 11
0.03 -0.006 0.231 9
0.027 -0.005 0.208 11
0.025 -0.005 -0.226 10
0.022 -0.004 -0.066 10
0.02 -0.004 -0.059 10
0.018 -0.003 0.222 12
0.016 -0.003 0.2 8
0.014 -0.003 0.18 11
0.013 -0.002 0.162 9
0.011 -0.002 0.146 10
0.01 -0.002 -0.144 9
0.009 -0.001 -0.13 11
0.008 -0.001 -0.117 11
0.007 -0.001 -0.105 8
0.007 -0.001 -0.094 12
0.006 -0.001 -0.085 9
0.005 -0.001 -0.076 10
0.005 -0.001 0.207 9
0.004 0.0 0.186 11
0.004 0.0 0.167 11
0.003 0.0 0.15 8
0.003 0.0 -0.14 11
0.003 0.0 -0.126 10
0.002 0.0 -0.113 10
0.002 0.0 -0.102 10
0.002 0.0 -0.092 9
0.001 0.0 -0.082 11
0.001 0.0 -0.074 10
0.001 0.0 -0.067 10
0.001 0.0 -0.06 9
-0.274 0.0 0.359 11
-0.246 0.0 0.461 10
-0.222 0.0 0.415 9
-0.199 0.0 -0.04 11
-0.179 0.0 -0.311 9
0.113 0.0 -0.418 11
0.102 0.0 -0.1 10
0.091 0.0 0.046 9
0.082 0.0 0.042 11
-0.2 0.0 0.037 10
-0.18 0.0 0.034 10
-0.162 0.0 0.03 10
-0.146 0.0 0.027 10
-0.131 0.0 0.024 10
-0.118 0.0 0.022 9
-0.106 0.0 0.02 11
-0.096 0.0 0.018 9
-0.086 0.0 0.016 11
-0.077 0.0 -0.26 10
-0.07 0.0 -0.234 9
0.35 0.0 -0.487 11
0.315 0.0 -0.162 13
0.283 0.0 -0.146 7
0.255 0.0 -0.131 10
0.229 0.0 0.295 10
-0.068 0.0 0.403 16
-0.199 0.0 0.363 4
-0.179 0.0 0.327 10
-0.161 0.0 0.294 11
-0.145 0.0 -0.011 9
0.144 0.276 -0.01 10
0.267 0.248 -0.009 9
0.24 0.223 -0.283 11
0.216 0.201 -0.255 9
0.195 0.181 -0.229 11
0.175 0.163 -0.206 10
0.158 0.146 -0.186 10
0.142 0.132 -0.167 10
-0.147 0.118 -0.15 10
0.005 0.107 0.139 10
0.004 0.096 -0.011 9
0.004 0.086 -0.01 11
0.003 0.078 -0.009 10
0.278 0.07 -0.008 10
0.25 0.063 0.268 10
0.225 0.056 0.241 12
0.203 -0.225 0.492 8
-0.23 -0.202 0.443 10
-0.344 -0.182 0.123 9
-0.31 -0.164 -0.164 11
-0.279 -0.147 -0.423 10
0.023 -0.132 -0.52 10
0.296 -0.119 -0.468 10
0.267 0.168 -0.144 10
0.24 0.013 0.283 10
0.216 0.011 0.392 9
-0.218 0.01 0.353 11
-0.196 0.009 0.318 9
-0.176 0.008 0.01 11
-0.159 0.007 -0.128 12
-0.143 0.006 -0.115 7
-0.128 0.006 -0.104 11
-0.115 0.005 -0.093 10
-0.104 0.005 -0.084 9
-0.093 0.004 -0.075 11
-0.084 0.004 -0.068 10
-0.076 0.003 0.214 10
-0.068 0.003 0.331 9
-0.061 0.003 0.297 11
-0.055 0.002 0.268 9
-0.049 0.002 -0.034 11
-0.044 0.002 -0.031 12
-0.04 0.001 -0.028 14
-0.036 0.001 -0.025 5
-0.032 0.001 -0.022 8
-0.029 0.001 -0.02 11
-0.026 0.001 -0.018 10
-0.023 0.001 -0.016 10
-0.021 0.001 -0.015 10
-0.019 0.0 -0.013 9
-0.017 0.0 -0.012 11
-0.015 0.0 -0.01 9
-0.014 0.0 -0.009 11
-0.012 0.0 -0.008 10
-0.011 0.0 -0.007 9
-0.01 0.0 -0.007 15
-0.009 0.0 -0.006 6
-0.008 0.0 -0.005 9
-0.007 0.0 -0.005 11
-0.006 0.0 -0.004 9
-0.006 0.0 -0.004 11
-0.005 0.0 -0.003 9
-0.004 0.0 -0.003 11
-0.004 0.0 -0.003 9
-0.003 0.0 -0.002 10
-0.003 0.0 -0.002 11
-0.003 -0.137 -0.002 9
-0.002 -0.123 -0.002 11
-0.002 -0.111 -0.414 11
-0.002 -0.1 -0.373 9
-0.002 -0.09 -0.336 10
-0.001 -0.081 -0.027 10
-0.001 -0.073 -0.024 10
-0.001 -0.065 0.254 9
-0.001 -0.059 0.09 11
-0.001 -0.053 0.081 11
0.274 -0.047 0.073 9
0.246 -0.043 0.065 11
0.222 -0.038 0.059 14
0.199 -0.034 0.053 5
0.179 -0.031 0.048 9
0.161 -0.028 -0.232 11
0.145 -0.025 -0.208 10
0.131 -0.022 -0.188 10
0.118 -0.02 -0.169 10
0.106 -0.018 0.123 10
0.095 -0.016 0.524 18
-0.189 -0.015 0.472 2
-0.308 -0.013 0.425 9
-0.277 -0.012 -0.169 11
0.025 -0.01 -0.427 10
0.16 -0.009 -0.384 9
0.144 -0.008 -0.346 11
0.13 -0.007 -0.036 10
0.117 -0.007 0.104 11
-0.169 -0.006 0.094 9
-0.152 -0.005 0.085 10
-0.137 -0.005 0.076 9
-0.123 -0.004 0.068 11
-0.111 -0.004 0.061 11
-0.1 -0.003 0.055 9
-0.09 -0.003 0.05 10
-0.081 -0.003 0.045 10
-0.073 -0.002 -0.234 10
0.209 -0.002 -0.211 10
0.188 -0.002 0.085 10
0.169 -0.002 0.215 11
0.152 -0.001 0.193 9
-0.137 -0.001 0.174 10
-0.261 -0.001 0.156 10
-0.235 -0.001 -0.135 12
0.063 -0.001 -0.121 8
0.194 0.275 -0.109 13
0.175 0.109 -0.098 7
0.157 0.098 0.463 14
-0.271 0.088 0.279 8
-0.244 0.079 -0.025 8
-0.219 0.071 -0.297 18
-0.197 0.064 -0.268 2
0.097 0.057 -0.241 10
0.087 0.052 0.058 10
0.078 0.046 0.328 10
0.071 0.042 0.295 12
-0.211 0.038 0.266 8
-0.19 0.034 -0.174 9
0.104 0.03 -0.294 11
0.093 0.027 -0.265 9
0.084 0.024 0.313 11
-0.199 0.022 0.419 13
-0.317 0.02 0.377 6
-0.285 0.018 -0.349 16
0.018 0.016 -0.314 5
0.154 0.014 -0.283 10
0.138 0.013 -0.254 10
0.4 0.011 -0.229 10
0.084 0.01 0.068 12
-0.061 0.009 0.338 8
-0.055 0.008 0.442 10
-0.049 0.007 0.122 10
-0.044 0.007 -0.028 9
-0.04 0.006 -0.025 11
0.239 0.005 -0.022 10
0.353 0.005 -0.02 10
0.317 0.004 -0.018 10
0.285 0.004 -0.292 10
0.257 0.003 -0.262 9
-0.043 0.003 -0.236 11
-0.039 0.003 0.062 10
-0.035 0.002 0.332 9
-0.031 0.002 0.574 11
-0.028 0.002 0.517 10
-0.025 0.001 0.465 9
-0.023 0.001 0.005 11
-0.02 0.001 -0.271 9
0.256 0.001 -0.657 10
0.368 0.001 -0.315 11
0.331 0.001 -0.008 10
0.298 0.001 0.13 9
-0.282 0.0 0.392 11
-0.391 -0.274 0.353 10
-0.352 -0.247 0.042 15
-0.317 -0.222 -0.375 5
-0.285 0.075 -0.751 10
0.431 0.067 -0.814 10
0.526 0.06 -0.318 12
0.473 0.054 0.264 7
-0.124 0.049 0.788 17
-0.112 -0.23 0.71 4
-0.652 -0.207 0.639 9
-0.587 -0.187 0.162 11
-0.528 -0.168 -0.405 10
-0.199 -0.151 -0.365 10
0.095 -0.136 -0.328 13
0.223 -0.122 -0.295 7
0.201 -0.11 -0.266 9
0.181 0.175 -0.239 11
0.163 0.02 -0.215 12
0.146 0.018 0.081 11
0.132 0.016 0.349 7
-0.294 0.015 0.452 10
-0.54 -0.261 0.406 9
-0.486 -0.097 -0.185 11
-0.438 -0.088 -0.718 10
-0.118 0.196 -0.922 10
0.306 0.315 -0.829 9
0.689 0.283 -0.746 11
0.482 0.255 0.568 11
0.158 -0.046 0.925 9
-0.132 -0.179 1.108 10
-0.533 -0.161 0.721 10
-0.479 -0.145 0.098 10
-0.431 -0.13 -0.739 10
0.3 0.157 -0.665 18
0.27 0.141 -0.598 2
0.243 0.127 0.012 10
0.219 0.114 0.287 9
-0.078 0.103 0.534 11
-0.207 0.093 0.205 10
-0.187 0.083 -0.091 9
-0.168 0.075 -0.082 11
-0.151 0.067 0.202 11
-0.136 0.061 0.457 8
-0.122 0.054 0.549 14
-0.11 0.049 0.219 7
-0.099 0.044 -0.354 18
-0.089 0.04 -0.319 2
0.47 0.036 -0.287 10
0.423 0.032 0.017 10
0.38 0.029 0.153 9
0.067 0.026 0.413 11
-0.077 0.023 0.372 10
-0.069 0.021 0.335 9
-0.062 0.019 0.026 11
-0.056 0.017 -0.114 9
-0.05 0.015 -0.103 10
-0.045 0.013 0.183 11
0.234 0.012 0.302 9
-0.064 0.011 0.272 11
-0.057 0.01 -0.168 10
-0.052 0.009 -0.289 10
-0.046 0.008 -0.536 10
0.233 0.007 -0.482 11
0.209 0.006 -0.158 9
0.188 0.006 0.271 10
-0.105 -0.269 0.381 11
-0.232 -0.242 0.343 8
-0.209 -0.218 -0.104 15
-0.188 -0.196 -0.094 6
0.243 -0.177 -0.084 10
0.219 -0.159 -0.076 17
0.197 -0.143 -0.068 3
0.177 -0.129 -0.061 9
-0.115 -0.116 -0.055 10
-0.104 -0.104 -0.05 11
-0.093 -0.094 -0.32 12
0.191 -0.084 -0.15 7
0.172 -0.076 -0.135 11
0.154 -0.068 0.154 10
0.139 -0.061 0.138 10
-0.15 -0.055 0.4 10
-0.135 -0.05 0.084 10
-0.121 -0.045 -0.199 10
-0.109 -0.04 -0.317 11
-0.098 -0.036 -0.285 9
0.186 -0.032 -0.257 15
0.03 -0.029 -0.231 13
0.027 -0.026 -0.208 2
0.024 -0.023 -0.187 2
0.022 -0.021 -0.168 10
0.019 -0.019 -0.151 10
0.017 -0.017 -0.136 8
0.016 -0.015 0.29 19
0.014 -0.014 0.399 11
0.013 -0.012 0.359 10
-0.263 -0.011 0.323 11
-0.374 -0.01 0.014 9
-0.337 -0.009 -0.124 10
-0.028 -0.008 -0.525 10
0.249 0.267 -0.334 17
0.224 0.241 -0.301 3
0.202 0.216 -0.271 10
0.182 0.195 0.031 9
-0.111 0.175 0.028 11
-0.237 0.158 0.025 10
-0.214 0.142 0.022 9
-0.192 0.128 0.02 11
-0.173 0.115 0.294 10
-0.156 0.103 0.403 10
0.134 0.093 0.362 10
0.121 0.084 0.326 10
0.109 0.075 0.017 11
0.098 0.068 -0.259 8
0.088 0.061 -0.233 11
0.079 0.055 -0.21 10
0.071 0.049 0.086 10
0.064 0.044 0.216 10
0.058 0.04 0.469 10
-0.223 0.036 0.56 10
-0.338 0.032 0.504 10
-0.304 0.029 0.041 10
-0.274 0.026 -0.239 10
0.028 0.023 -0.49 10
0.438 0.021 -0.304 10
0.119 0.019 0.415 18
0.107 0.017 0.374 2
0.096 0.015 0.336 10
-0.188 0.014 0.303 10
-0.169 0.012 -0.141 12
-0.152 0.011 -0.127 7
0.138 0.01 -0.389 11
0.262 0.009 -0.075 11
0.235 0.008 0.346 18
-0.063 0.007 0.725 11
-0.194 0.006 0.376 10
-0.175 0.006 -0.212 9
-0.157 0.005 -0.466 11
0.271 0.004 -0.557 10
0.519 0.004 -0.502 10
0.467 0.003 0.237 10
0.42 0.003 0.489 9
-0.034 0.003 0.577 10
-0.306 -0.272 0.52 11
-0.413 -0.107 0.055 10
-0.096 -0.096 -0.364 9
0.188 -0.087 -0.603 11
0.307 -0.078 -0.405 11
0.276 -0.07 0.049 9
-0.026 -0.063 0.181 17
-0.299 -0.057 0.163 3
-0.269 -0.051 -0.128 9
-0.242 -0.046 -0.943 12
0.057 -0.041 -0.986 9
0.464 0.238 -0.887 10
0.555 0.076 -0.109 11
0.224 0.068 0.59 9
-0.21 -0.213 1.083 9
-0.465 -0.329 0.698 11
-0.557 -0.296 -0.473 17
-0.501 -0.267 -0.426 3
0.1 0.034 -0.659 10
0.365 0.169 -0.593 9
0.466 0.152 0.017 11
0.42 0.136 0.291 12
0.378 0.123 0.4 7
-0.21 -0.164 0.36 11
-0.189 -0.148 -0.089 10
-0.17 -0.133 -0.356 18
-0.153 -0.119 -0.32 2
0.137 -0.107 -0.013 10
-0.151 -0.097 0.402 10
-0.136 -0.087 0.499 9
-0.122 -0.078 0.174 11
-0.11 -0.07 -0.119 9
-0.099 -0.063 -0.382 10
-0.089 -0.057 -0.62 11
0.194 0.223 -0.282 10
0.175 0.063 -0.116 9
0.157 0.057 0.446 11
0.141 0.051 0.539 9
-0.285 0.046 0.485 13
-0.256 0.041 0.161 14
-0.231 0.037 0.007 14
0.067 0.033 0.006 10
0.198 0.03 0.005 9
0.178 0.027 0.005 11
0.16 0.024 0.004 10
0.144 0.022 0.004 10
0.13 0.019 0.003 10
0.117 0.017 -0.272 19
0.105 0.016 0.306 12
0.094 0.014 0.413 9
-0.19 0.013 0.372 10
-0.171 0.011 0.335 10
-0.153 0.01 0.026 10
0.136 0.009 -0.114 9
0.123 0.008 -0.103 11
0.11 0.007 0.183 11
0.099 0.006 0.027 8
0.089 0.006 0.024 10
-0.194 0.005 0.022 11
-0.037 0.005 0.019 10
-0.033 0.004 0.017 17
-0.03 0.004 0.016 3
-0.027 0.003 0.014 10
-0.024 0.003 0.013 9
-0.022 0.003 0.011 11
-0.019 0.002 0.01 9
-0.017 0.002 -0.404 11
-0.016 0.002 -0.364 10
-0.014 0.001 -0.327 9
-0.013 0.001 -0.294 10
-0.011 0.001 0.01 11
-0.01 0.001 0.285 10
-0.284 0.001 0.119 11
-0.256 0.001 0.107 8
-0.23 0.001 -0.317 11
0.067 0.0 -0.423 10
0.198 0.0 -0.381 10
0.178 0.0 -0.067 17
0.16 0.0 -0.06 3
-0.13 0.0 -0.054 10
-0.255 0.0 -0.049 9
-0.229 0.0 -0.319 11
-0.206 0.0 -0.15 9
-0.186 0.0 -0.135 10
-0.167 0.0 -0.121 11
-0.15 0.0 -0.109 9
-0.135 0.0 -0.098 10
-0.122 0.0 -0.088 10
0.165 0.0 -0.079 11
0.148 0.0 -0.071 12
0.134 0.0 -0.064 7
0.12 0.0 -0.058 16
0.108 0.0 -0.052 5
-0.177 0.0 0.228 10
-0.159 0.0 0.205 10
-0.143 0.0 0.184 10
-0.129 0.0 0.166 10
0.296 0.0 -0.125 9
0.266 0.0 0.024 11
0.24 0.0 0.022 10
0.216 0.0 0.019 10
0.194 0.0 0.017 10
0.175 0.0 0.016 10
0.157 0.0 0.014 10
0.141 0.0 0.427 9
0.127 0.0 0.659 11
-0.16 0.0 0.731 12
-0.282 0.0 0.658 8
-0.253 0.0 0.179 9
0.046 0.0 -0.114 11
0.179 0.276 -0.378 10
0.161 0.248 -0.34 9
0.421 0.223 -0.306 11
0.241 0.201 0.0 12
0.217 0.181 0.275 7
-0.217 -0.113 0.523 11
-0.333 -0.101 0.608 9
-0.3 -0.091 0.547 11
-0.27 -0.082 0.08 10
0.032 -0.074 -0.065 11
0.166 -0.066 -0.059 9
0.15 -0.06 0.222 9
0.135 -0.054 0.062 10
0.121 -0.048 0.056 11
0.109 -0.043 -0.363 9
0.098 -0.039 -0.327 11
0.088 -0.035 -0.294 10
0.079 -0.031 0.148 10
-0.203 -0.028 0.409 13
-0.32 -0.025 0.506 7
-0.288 -0.023 0.455 11
-0.259 -0.02 -0.14 15
-0.233 -0.018 -0.126 4
0.064 -0.016 -0.114 10
0.058 -0.015 -0.102 10
0.052 -0.013 -0.368 10
0.047 -0.012 -0.331 10
0.042 -0.011 -0.298 11
0.038 -0.01 -0.268 9
0.034 -0.009 -0.241 10
0.03 -0.008 -0.217 9
0.027 -0.007 -0.195 11
0.025 -0.006 -0.176 11
0.022 -0.005 0.117 9
0.02 -0.005 0.243 10
0.018 -0.004 0.219 10
-0.258 -0.004 0.197 10
-0.233 -0.003 -0.374 9
-0.209 -0.003 -0.474 11
0.086 -0.003 -0.426 10
0.215 -0.002 -0.384 9
0.194 -0.002 -0.07 11
-0.1 -0.002 0.074 10
-0.09 -0.002 0.066 10
-0.081 -0.001 -0.352 10
-0.073 -0.001 -0.317 9
-0.066 -0.001 -0.285 11
-0.059 -0.001 0.018 9
-0.053 -0.001 0.292 11
-0.048 -0.001 0.263 13
-0.043 0.0 0.237 7
-0.039 0.0 0.213 9
-0.035 0.0 -0.084 11
-0.031 0.0 -0.213 10
-0.028 0.0 -0.192 9
-0.025 0.0 -0.173 11
-0.023 0.0 -0.155 10
-0.02 0.0 -0.14 9
-0.018 0.0 -0.126 11
-0.016 0.0 -0.113 10
-0.015 0.0 -0.102 10
-0.013 0.0 -0.091 10
-0.012 0.0 0.331 10
-0.011 0.0 0.573 10
-0.009 0.0 0.516 9
-0.008 0.0 0.464 11
-0.008 0.0 0.418 10
-0.007 0.0 -0.037 9
0.268 0.0 -0.309 11
0.379 0.0 -0.278 10
0.341 0.0 -0.25 10
0.307 0.0 0.188 10
0.276 0.0 0.169 10
-0.026 0.0 0.152 12
-0.161 0.0 0.137 8
-0.145 0.0 0.123 10
-0.13 0.0 0.111 10
0.157 0.0 0.1 10
0.004 0.0 0.365 10
0.003 0.0 0.604 10
-0.271 0.0 0.268 14
-0.244 0.0 -0.033 11
-0.22 0.0 -0.582 14
0.214 0.0 -0.386 11
0.193 0.0 -0.347 10
0.174 0.0 0.238 10
0.156 0.0 0.49 10
-0.134 0.0 0.441 10
-0.258 0.0 0.397 10
-0.232 0.0 -0.055 10
0.065 0.0 -0.326 10
0.196 0.0 -0.293 10
0.177 0.0 0.011 9
0.159 0.0 0.01 16
0.143 0.0 0.009 5
-0.146 0.0 0.008 10
-0.131 0.0 0.007 9
-0.118 0.0 0.007 11
-0.106 0.0 0.006 10
-0.095 0.0 0.005 9
-0.086 0.0 0.005 11
-0.077 0.0 0.004 12
-0.069 0.0 0.004 7
-0.062 0.0 -0.41 11
-0.056 0.0 -0.369 9
-0.05 0.0 -0.332 11
-0.045 0.0 -0.299 10
-0.041 0.0 -0.269 11
-0.037 0.0 -0.242 9
-0.033 0.0 -0.218 9
-0.03 0.0 -0.196 11
-0.027 0.0 -0.176 9
-0.024 0.0 -0.158 11
-0.021 0.0 -0.143 10
-0.019 0.0 -0.128 9
-0.017 0.0 0.159 11
-0.015 0.0 0.282 9
-0.014 0.0 -0.022 11
-0.012 0.0 -0.02 10
-0.011 0.0 -0.018 10
-0.01 0.0 -0.43 17
0.265 0.0 -0.387 3
0.239 0.0 -0.348 10
0.215 0.0 -0.037 9
0.193 0.0 0.241 11
-0.1 0.0 0.356 12
-0.09 0.0 0.32 8
-0.081 0.0 0.288 17
-0.073 0.0 0.259 3
-0.066 0.0 0.233 10
-0.059 0.0 -0.065 10
-0.053 0.0 -0.197 10
0.227 0.0 -0.177 10
0.204 0.0 -0.159 9
0.183 0.0 0.131 11
-0.109 0.0 -0.156 10
-0.098 0.0 -0.141 10
-0.088 0.0 -0.127 10
-0.08 0.0 -0.114 9
-0.072 0.0 0.311 11
-0.064 0.0 0.417 12
-0.058 0.0 0.375 8
-0.052 0.0 0.338 10
-0.047 0.0 0.304 10
-0.042 0.0 -0.139 10
-0.038 0.0 -0.401 9
-0.034 0.0 -0.223 11
0.244 0.0 -0.201 9
0.219 0.0 0.094 11
0.197 0.0 0.223 10
-0.097 0.0 0.476 10
-0.087 0.0 0.428 10
-0.078 0.0 0.386 9
-0.07 0.0 0.347 11
-0.063 0.0 0.312 12
-0.057 0.0 0.006 7
-0.051 0.0 0.005 11
-0.046 0.0 0.004 9
-0.041 0.0 0.004 11
-0.037 0.0 -0.272 10
0.241 0.0 -0.107 10
0.217 0.0 -0.096 10
0.195 0.0 -0.087 9
0.176 0.0 -0.078 11
0.158 0.0 -0.07 10
0.142 0.0 -0.063 9
-0.147 0.0 0.219 11
-0.132 0.0 0.059 10
-0.119 0.0 0.053 10
-0.107 0.0 0.048 10
-0.096 0.0 -0.232 13
-0.086 0.0 -0.347 7
0.197 0.0 -0.312 10
0.177 0.0 -0.281 10
0.159 0.0 -0.253 9
0.143 0.0 0.047 11
-0.145 0.0 0.042 10
-0.131 0.0 0.038 10
-0.118 0.0 0.034 11
-0.106 0.0 0.031 8
-0.095 0.0 0.028 11
0.189 0.0 0.025 9
0.17 0.0 0.022 11
0.153 0.0 0.02 10
0.137 0.0 0.294 10
-0.151 0.0 0.127 18
-0.136 0.0 -0.161 2
-0.122 0.0 -0.559 10
0.165 0.0 -0.641 12
0.286 0.0 -0.163 8
0.257 0.0 0.128 10
-0.043 0.0 0.392 10
-0.176 0.0 0.352 10
-0.159 0.0 0.317 10
-0.143 0.0 -0.128 10
-0.128 0.0 -0.253 12
0.159 0.0 -0.227 15
0.005 0.0 -0.204 3
0.005 0.0 0.09 16
0.004 0.0 -0.055 4
0.004 0.0 -0.05 10
0.003 0.0 -0.32 10
0.003 0.0 -0.288 11
0.003 0.0 0.153 12
0.002 0.0 0.276 7
-0.272 0.0 0.248 10
-0.245 0.0 0.637 10
-0.221 0.0 0.435 11
-0.198 0.0 0.392 9
-0.179 0.0 -0.061 10
0.114 0.0 -0.054 10
0.102 0.0 -0.049 10
0.092 0.0 -0.044 12
-0.192 0.0 -0.04 8
-0.035 0.0 -0.036 10
-0.031 0.0 -0.307 10
0.246 0.0 -0.139 10
0.222 0.0 0.15 10
0.199 0.0 0.273 10
-0.233 0.0 0.246 11
-0.209 0.0 0.221 9
-0.188 0.0 0.199 10
-0.169 0.0 -0.234 10
0.122 0.0 -0.348 10
0.385 0.0 -0.313 10
0.209 0.0 0.131 10
0.188 0.0 0.256 11
-0.105 0.0 0.23 8
-0.095 0.0 -0.206 11
-0.085 0.0 -0.185 10
0.335 0.0 -0.167 9
0.302 0.0 0.125 11
0.272 0.0 0.25 10
-0.03 0.0 0.225 9
-0.027 0.0 0.203 10
-0.024 0.0 0.182 11
-0.022 0.0 -0.524 10
-0.02 0.0 -0.472 10
-0.018 0.0 -0.149 10
0.259 0.0 0.141 10
0.095 0.0 0.402 10
0.086 0.0 0.362 10
0.077 0.0 0.05 9
0.069 0.0 -0.23 11
0.062 0.0 -0.207 10
0.056 0.0 -0.186 10
0.05 0.0 -0.168 10
0.045 0.0 0.125 10
0.041 0.0 0.112 13
0.037 0.0 0.101 6
0.033 0.0 -0.185 11
0.029 0.0 -0.304 9
0.026 0.0 -0.273 10
0.024 0.0 -0.246 11
0.021 0.0 -0.221 10
0.019 0.0 -0.199 10
-0.257 0.0 0.095 10
-0.231 0.0 0.086 10
-0.208 0.0 0.077 9
-0.187 0.0 0.069 11
-0.169 0.0 0.062 10
-0.152 0.0 0.056 10
-0.136 0.0 0.05 10
-0.123 0.0 0.045 9
-0.11 0.0 -0.234 11
-0.099 0.0 -0.487 11
-0.089 0.0 -0.438 9
0.194 0.0 -0.394 10
0.175 0.0 -0.355 10
0.157 0.0 0.37 10
-0.133 0.0 0.471 9
-0.12 0.0 0.424 11
-0.108 0.0 0.381 10
-0.372 0.0 0.343 10
-0.197 0.0 0.032 10
-0.178 0.0 -0.108 9
-0.16 0.0 -0.097 11
-0.144 0.0 -0.087 10
-0.129 0.0 -0.078 10
-0.116 0.0 -0.07 10
-0.105 0.0 -0.063 10
-0.094 0.0 -0.057 10
-0.085 0.0 -0.051 9
-0.076 0.0 0.229 13
-0.068 0.0 0.206 10
-0.062 0.0 0.186 7
-0.055 0.0 0.167 11
-0.05 0.0 0.15 10
-0.045 0.0 0.135 10
-0.04 0.0 0.122 10
-0.036 0.0 0.109 9
-0.032 0.0 0.098 11
-0.029 0.0 0.089 10
-0.026 0.0 0.08 10
-0.024 0.0 0.072 10
-0.021 0.0 0.064 10
-0.019 0.0 0.058 13
-0.017 0.0 0.052 7
-0.015 0.0 0.047 18
-0.014 0.0 0.042 2
-0.012 0.0 0.038 10
-0.011 0.0 0.034 10
-0.01 0.0 0.031 9
-0.009 0.0 0.027 11
-0.008 0.0 -0.251 9
-0.007 0.0 -0.226 11
-0.006 0.0 -0.203 9
-0.006 0.0 0.093 11
-0.005 0.0 0.083 10
-0.004 0.0 0.075 10
-0.004 0.0 0.067 10
-0.004 0.0 0.061 10
-0.003 0.0 0.055 10
-0.003 0.0 0.049 10
-0.002 0.0 0.044 9
-0.002 0.0 0.315 11
-0.002 0.0 0.146 10
-0.002 0.0 -0.144 10
-0.001 0.0 -0.267 10
-0.001 0.0 -0.241 10
-0.001 0.0 -0.492 10
-0.001 0.0 -0.305 9
-0.001 0.0 -0.274 11
-0.001 0.0 0.166 9
-0.001 0.0 0.287 11
0.0 0.0 0.258 10
0.0 0.0 0.232 10
0.0 0.0 -0.066 10
0.0 0.0 -0.197 10
0.0 0.0 -0.177 10
0.0 0.0 -0.16 9
0.0 0.0 -0.144 11
0.0 0.0 -0.129 10
0.0 0.0 -0.392 9
0.0 0.0 -0.215 11
0.0 0.0 -0.193 9
0.0 0.0 -0.174 11
0.0 0.0 -0.156 10
0.0 0.0 0.134 9
0.0 0.0 0.259 11
-0.276 0.0 0.233 10
-0.248 0.0 0.21 10
-0.223 0.0 0.189 10
-0.201 0.0 0.17 10
-0.181 0.0 -0.123 10
-0.163 0.0 0.026 9
-0.146 0.276 0.024 11
-0.132 0.11 0.021 9
-0.119 0.099 0.019 11
-0.107 0.089 0.017 12
-0.096 0.08 0.015 7
-0.086 0.072 0.014 11
-0.078 0.064 0.012 10
-0.07 0.058 0.011 9
-0.063 0.052 0.01 11
-0.056 0.047 0.009 10
-0.051 0.042 0.008 10
-0.046 0.038 0.007 9
-0.041 0.034 0.006 11
-0.037 0.031 0.006 9
0.242 0.027 0.005 11
0.08 0.025 0.004 10
0.072 0.022 0.004 9
0.065 0.02 0.004 11
0.058 0.018 0.003 10
0.052 0.016 0.003 9
